"","energy","tempo","danceability","loudness","liveness","valence","speechiness","instrumentalness","mode","key","duration_ms","acousticness","track_name","track_artist","track_album_name","track_album_release_date","track_popularity","time_signature","type","track_id","track_album_id"
"518",0.701,134.039,0.71,-5.415,0.178,0.564,0.0317,0,1,11,219174,0.0105,"Stand By Me (feat. Morgan Wallen)","Lil Durk, Morgan Wallen","Almost Healed","2023-05-26",68,4,"audio_features","1fXnu2HzxbDtoyvFPWG3Bw","6ciIG1XKTlVIn0Yl8rvsce"
"519",0.651,163.935,0.665,-5.515,0.0896,0.237,0.156,0,1,1,175755,0.0414,"Lean Wit Me","Juice WRLD","Goodbye & Good Riddance","2018-12-10",77,4,"audio_features","3oDkdAySo1VQQG0ptV7uwa","6tkjU4Umpo79wwkgPMV3nZ"
"520",0.692,79.899,0.623,-5.122,0.153,0.566,0.0504,0,1,2,240051,0.328,"Robbery","Juice WRLD","Death Race For Love (Bonus Track Version)","2019-03-08",78,4,"audio_features","6iaSML1PIYq936g62BDtBq","1btu0SV2DOI5HoFsvUd78F"
"521",0.572,141.996,0.823,-6.067,0.113,0.568,0.0865,0,0,6,175954,0.0079,"1400 / 999 Freestyle (feat. Juice WRLD)","Trippie Redd, Juice WRLD","A Love Letter To You 3","2018-11-09",69,4,"audio_features","0axBgt9y0GvMCLuRl2xBKG","1fFwMXuTJ8J3KXo14Vvsna"
"522",0.613,149.972,0.65,-6.13,0.267,0.0804,0.128,0,0,9,194621,0.00336,"Wishing Well","Juice WRLD","Legends Never Die","2020-07-10",76,4,"audio_features","2U5WueTLIK5WJLD7mvDODv","6n9DKpOxwifT5hOXtgLZSL"
"523",0.736,147.946,0.776,-4.612,0.159,0.233,0.247,0,1,7,186945,0.0802,"Black & White","Juice WRLD","Goodbye & Good Riddance","2018-12-10",71,4,"audio_features","1fCeXjoRExPP2qwSBh2aST","6tkjU4Umpo79wwkgPMV3nZ"
"524",0.801,104.986,0.778,-7.326,0.0912,0.914,0.106,0.000155,0,6,157714,0.692,"Lonely At The Top","Asake","Work Of Art","2023-06-15",70,4,"audio_features","5ZtK8XAVnoaGdBXZWCEVCY","2O9VJaLSnwjZ2HPpMaVoPU"
"525",0.64,112.984,0.869,-7.677,0.0747,0.535,0.0424,0.00119,0,5,172598,0.011,"Active","Asake, Travis Scott","Lungu Boy","2024-08-08",68,4,"audio_features","1qxKva4IzWde7m2jLpZvDU","3kS42vslfpYnxWkGN4JvlW"
"526",0.541,139.978,0.716,-7.909,0.115,0.387,0.149,0,1,1,247055,0.0021,"Life Goes On","Lil Baby, Gunna, Lil Uzi Vert","Harder Than Ever","2018-05-18",72,4,"audio_features","2bSk87AVkCIIC3Bcligq1z","7yf9ZJyHRbp8sHtpDKfPpt"
"527",0.366,141.981,0.604,-7.519,0.133,0.13,0.0282,0,1,5,224695,0.578,"Easy On Me","Adele","Easy On Me","2021-10-14",77,4,"audio_features","0gplL1WMoJ6iYaPgMCL0gX","224jZ4sUX7OhAuMwaxp86S"
"528",0.422,119.964,0.53,-6.262,0.107,0.349,0.0342,0,1,5,221360,0.407,"Wrecking Ball","Miley Cyrus","Bangerz (Deluxe Version)","2013-10-04",78,4,"audio_features","2vwlzO0Qp8kfEtzTsCXfyE","3RDqXDc1bAETps54MSSOW0"
"529",0.264,119.93,0.422,-7.064,0.132,0.331,0.0322,0,1,8,269560,0.922,"All of Me","John Legend","Love In The Future (Expanded Edition)","2013-08-30",83,4,"audio_features","3U4isOIWM3VvDubwSI3y7a","4OTAx9un4e6NfoHuVRiOrC"
"530",0.547,95,0.778,-7.273,0.132,0.442,0.0489,0.000306,1,2,242733,0.344,"Just Give Me a Reason (feat. Nate Ruess)","P!nk, Nate Ruess","The Truth About Love","2012-09-18",83,4,"audio_features","1mKXFLRA179hdOWQBwUk9e","2Q9oTK48eb85waX1fFJsvj"
"531",0.779,173.799,0.468,-4.839,0.101,0.26,0.0779,0.000373,1,9,217747,0.112,"Unstoppable","Sia","This Is Acting (Deluxe Version)","2016-10-21",77,4,"audio_features","1yvMUkIOTeUNtNWlWRgANS","2eV6DIPDnGl1idcjww6xyX"
"532",0.537,122.769,0.445,-8.532,0.0944,0.131,0.04,1.65e-05,0,4,244360,0.695,"Another Love","Tom Odell","Long Way Down (Deluxe)","2013-06-24",86,4,"audio_features","3JvKfv6T31zO0ini8iNItO","0Gf1yE895FKK4YWVRuAeg8"
"533",0.296,115.284,0.351,-10.109,0.095,0.12,0.0333,0,0,4,200186,0.934,"lovely (with Khalid)","Billie Eilish, Khalid","lovely (with Khalid)","2018-04-19",86,4,"audio_features","0u2P5u6lvoDfwTYjAADbn4","2sBB17RXTamvj7Ncps15AK"
"534",0.697,138.992,0.74,-4.912,0.224,0.732,0.034,0,1,8,163648,0.0268,"Nonsense","Sabrina Carpenter","emails i can't send","2022-07-15",86,4,"audio_features","6dgUya35uo964z7GZXM07g","5kDmlA2g9Y1YCbNo2Ufxlz"
"535",0.652,95.977,0.825,-3.183,0.0931,0.931,0.0802,0,0,1,233713,0.581,"Shape of You","Ed Sheeran","÷ (Deluxe)","2017-03-03",86,4,"audio_features","7qiZfU4dY1lWllzX7mPBI3","3T4tUhGYeRNVUGevb0wThu"
"536",0.192,175.212,0.369,-12.151,0.0954,0.148,0.04,8.35e-06,0,4,228013,0.555,"Something in the Orange","Zach Bryan","Something in the Orange","2022-04-22",85,3,"audio_features","3WMj8moIAXJhHsyLaqIIHI","1CmTOKCeyz1aHH04OwvTPv"
"537",0.448,95.05,0.599,-6.312,0.106,0.168,0.0232,0,1,8,263400,0.163,"Perfect","Ed Sheeran","÷ (Deluxe)","2017-03-03",86,3,"audio_features","0tgVpDi06FyKpA1z0VMD4v","3T4tUhGYeRNVUGevb0wThu"
"538",0.552,75.881,0.346,-6.864,0.114,0.0789,0.0282,0,0,0,286480,0.417,"Skyfall","Adele","Skyfall","2012-10-04",84,4,"audio_features","6VObnIkLVruX4UVyxWhlqm","6TwN6Lq9glwnG8kNp6chHY"
"539",0.822,167.997,0.604,-4.833,0.147,0.288,0.0438,0.134,1,0,187147,0.00672,"Thunder","Imagine Dragons","Evolve","2017-06-23",84,4,"audio_features","1zB4vmk8tFRmM9UULNzbLB","33pt9HBdGlAbRGBHQgsZsU"
"540",0.763,120.042,0.695,-3.497,0.0863,0.551,0.0396,0.00242,1,0,215280,0.189,"Circles","Post Malone","Hollywood's Bleeding","2019-09-06",83,4,"audio_features","21jGcNKet2qwijlDFuPiPb","4g1ZRSobMefqF6nelkgibi"
"541",0.425,102.078,0.357,-7.301,0.322,0.27,0.0333,0,1,5,198040,0.584,"Heather","Conan Gray","Kid Krow","2020-03-20",83,3,"audio_features","4xqrdfXkTW4T0RauPLv3WA","2CMlkzFI2oDAy5MbyV7OV5"
"542",0.741,153.96,0.601,-5.569,0.415,0.441,0.0478,2.91e-05,1,2,153190,0.185,"Ghost","Justin Bieber","Justice","2021-03-19",83,4,"audio_features","6I3mqTwhRpn34SLVafSH7G","5dGWwsZ9iB2Xc3UKR0gif2"
"543",0.713,120.032,0.742,-5.522,0.059,0.879,0.0303,0,0,1,189960,0.0205,"Maps","Maroon 5","V","2014-09-02",83,4,"audio_features","4gbVRS8gloEluzf0GzDOFc","2Auw0pTT6EcQdvHNimhLQI"
"544",0.379,107.989,0.614,-10.48,0.0986,0.201,0.0476,0.000464,1,4,258987,0.607,"Photograph","Ed Sheeran","x (Deluxe Edition)","2014-06-21",84,4,"audio_features","1HNkqx9Ahdgi1Ixy2xkKkL","1xn54DMo2qIqBuMqHtUsFd"
"545",0.754,149.789,0.752,-6.684,0.0486,0.755,0.0615,0,1,1,206880,0.0151,"Stitches","Shawn Mendes","Handwritten","2015-04-14",82,4,"audio_features","5jsw9uXEGuKyJzs0boZ1bT","6sUOosXuYt0oUeczJRbedZ"
"546",0.417,138.178,0.209,-8.74,0.113,0.124,0.0338,0.00196,1,3,295533,0.164,"Fix You","Coldplay","X&Y","2005-06-07",82,4,"audio_features","7LVHVU3tWfcxj5aiPFEW4Q","4E7bV0pzG0LciBSWTszra6"
"547",0.603,97.994,0.712,-5.52,0.115,0.67,0.0262,0,1,8,265493,0.186,"Fast Car","Luke Combs","Gettin' Old","2023-03-24",82,4,"audio_features","1Lo0QY9cvc8sUB2vnIOxDT","5Uly85dJHHDfHQCsyUQ8gw"
"548",0.776,77.987,0.585,-5.898,0.3,0.427,0.0459,7.74e-06,1,5,244507,0.0572,"Complicated","Avril Lavigne","Let Go","2002-06-04",81,4,"audio_features","5xEM5hIgJ1jjgcEBfpkt2F","3zXjR3y2dUWklKmmp6lEhy"
"549",0.585,139.631,0.449,-6.761,0.0833,0.212,0.0268,8.75e-05,1,5,278719,0.0509,"Paradise","Coldplay","Mylo Xyloto","2011-10-24",81,4,"audio_features","6nek1Nin9q48AVZcWs9e9D","2R7iJz5uaHjLEVnMkloO18"
"550",0.327,91.05,0.775,-7.241,0.0821,0.595,0.0557,0,1,11,189486,0.841,"Memories","Maroon 5","JORDI (Deluxe)","2021-06-11",82,4,"audio_features","4cktbXiXOapiLBMprHFErI","1pCA38N6MkLlthXtAOvZTU"
"551",0.445,78.998,0.781,-6.061,0.184,0.591,0.0295,0,1,2,281560,0.474,"Thinking out Loud","Ed Sheeran","x (Deluxe Edition)","2014-06-21",81,4,"audio_features","34gCuhDGsG4bRPIf9bb02f","1xn54DMo2qIqBuMqHtUsFd"
"552",0.845,110.056,0.671,-4.93,0.329,0.775,0.048,0,0,11,176579,0.0207,"Dance The Night - From Barbie The Album","Dua Lipa","Dance The Night (From Barbie The Album)","2023-05-25",80,4,"audio_features","1vYXt7VSjH9JIM5oRRo7vA","5cH7FqB7JD5q1tJXJ7FHYu"
"553",0.797,139.994,0.704,-5.927,0.0546,0.825,0.0475,0.000745,1,0,148486,0.0826,"I Ain't Worried","OneRepublic","I Ain’t Worried (Music From The Motion Picture """"Top Gun: Maverick"""")","2022-05-13",79,4,"audio_features","4h9wh7iOZ0GGn8QVp4RAOB","04PEOM6kIEeq9lRp1asNP2"
"554",0.628,103.998,0.674,-7.079,0.0944,0.552,0.03,0,1,2,247907,0.00144,"Try","P!nk","The Truth About Love","2012-09-18",79,4,"audio_features","1jF7IL57ayN4Ity3jQqGu0","2Q9oTK48eb85waX1fFJsvj"
"555",0.862,95.051,0.712,-4.612,0.093,0.809,0.0378,0,0,5,206200,0.0525,"This Love","Maroon 5","Songs About Jane: 10th Anniversary Edition","2002",82,4,"audio_features","6ECp64rv50XVz93WvxXMGF","5zClcGCSWj926AMjvBNSLc"
"556",0.473,119.992,0.765,-5.829,0.391,0.34,0.0514,0,1,10,237300,0.287,"7 Years","Lukas Graham","Lukas Graham","2016-04-01",79,4,"audio_features","5kqIPrATaCc2LqxVWzQGbk","4rFrdkSWs0dtj0rWPzOk1v"
"557",0.53,108.038,0.63,-7.259,0.177,0.417,0.0434,0,1,0,225053,0.4,"Like I'm Gonna Lose You (feat. John Legend)","Meghan Trainor, John Legend","Title (Deluxe)","2015-01-09",78,3,"audio_features","2YlZnw2ikdb837oKMKjBkW","5W98Ab4VvQEuFEE4TIe5fE"
"558",0.55,101.19,0.551,-5.339,0.202,0.342,0.0286,0,1,10,176440,0.777,"Until I Found You (with Em Beihold) - Em Beihold Version","Stephen Sanchez, Em Beihold","Until I Found You (Em Beihold Version)","2022-04-22",78,3,"audio_features","1Y3LN4zO1Edc2EluIoSPJN","7ARtQpvnPN2ucbmVHngLOs"
"559",0.663,102,0.651,-5.569,0.0994,0.465,0.0281,0,0,0,259453,0.228,"She Will Be Loved - Radio Mix","Maroon 5","Songs About Jane: 10th Anniversary Edition","2002",80,4,"audio_features","4llK75pXNWZz6KAho2Gp16","5zClcGCSWj926AMjvBNSLc"
"560",0.401,111.825,0.677,-8.467,0.116,0.195,0.0308,0,1,9,232852,0.712,"This Town","Niall Horan","Flicker (Deluxe)","2017-10-20",78,4,"audio_features","0qvzXomUDJVaUboy2wMfiS","7ahctQBwcSxDdP0fRAPo2p"
"561",0.699,114.481,0.85,-3.292,0.32,0.915,0.0776,0,1,0,114234,0.152,"Lil Boo Thang","Paul Russell","Lil Boo Thang","2023-08-18",78,4,"audio_features","0cVyQfDyRnMJ0V3rjjdlU3","1j5AROUr8rq5xb2CXDIH1c"
"562",0.764,169.928,0.591,-5.484,0.103,0.478,0.0483,0,1,1,141806,0.0383,"STAY (with Justin Bieber)","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","2021-07-09",78,4,"audio_features","5HCyWlXZPP0y6Gqq8TgA20","4QLAtpLNUsHEYrcHXmMIZZ"
"563",0.45,178.765,0.597,-6.658,0.382,0.537,0.0418,0,1,8,228482,0.223,"Stuck with U (with Justin Bieber)","Ariana Grande, Justin Bieber","Stuck with U","2020-05-08",78,3,"audio_features","4HBZA5flZLE435QTztThqH","5mUdh6YWnUvf0MfklEk1oi"
"564",0.82,144.905,0.621,-4.865,0.104,0.452,0.0367,0,1,10,230192,0.332,"Marry You","Bruno Mars","Doo-Wops & Hooligans","2010-05-11",78,4,"audio_features","6SKwQghsR8AISlxhcwyA9R","6J84szYCnMfzEcvIcfWMFL"
"565",0.174,112.672,0.681,-8.745,0.0983,0.231,0.0315,3.35e-05,1,1,260285,0.837,"Dancing On My Own","Calum Scott","Only Human (Deluxe)","2018-03-09",78,4,"audio_features","2BOqDYLOJBiMOXShCV1neZ","6Vip5A5NmEazvKuxj6GLYf"
"566",0.488,136.07,0.752,-7.05,0.0936,0.533,0.0705,9.2e-06,1,6,201661,0.293,"Without Me","Halsey","Manic","2020-01-17",78,4,"audio_features","6FZDfxM3a3UCqtzo5pxSLZ","68enXe5XcJdciSDAZr0Alr"
"567",0.738,119.976,0.721,-4.77,0.118,0.637,0.0403,4.41e-06,1,7,154983,0.00226,"Leave Before You Love Me (with Jonas Brothers)","Marshmello, Jonas Brothers","Leave Before You Love Me","2021-05-21",77,4,"audio_features","4qu63nuBpdn0qHUHuObEj1","66JuK41D3LpkbX3HCTGcQk"
"568",0.657,107.01,0.753,-3.061,0.112,0.437,0.0449,0,1,7,184732,0.171,"The Middle","Zedd, Maren Morris, Grey","The Middle","2018-01-23",76,4,"audio_features","09IStsImFySgyp0pIQdqAc","7nEiwcUSwycvC77kZ9ub7c"
"569",0.342,102.819,0.516,-8.985,0.21,0.0993,0.0425,0,1,4,206459,0.55,"Lose You To Love Me","Selena Gomez","Rare","2020-01-10",76,4,"audio_features","4l0Mvzj72xxOpRrp6h8nHi","3YPFaTR7WMi1Hd4NVKdCJx"
"570",0.673,203.812,0.492,-5.431,0.137,0.488,0.0347,0,1,6,163855,0.413,"Last Night","Morgan Wallen","3 Songs At A Time Sampler","2023-01-31",76,4,"audio_features","59uQI0PADDKeE6UZDTJEe8","7fOmdhRrRohTzToL617xkk"
"571",0.792,119.054,0.627,-4.311,0.0845,0.415,0.031,3.97e-06,1,2,235767,0.13,"Love Story (Taylor’s Version)","Taylor Swift","Fearless (Taylor's Version)","2021-04-09",75,4,"audio_features","6YvqWjhGD8mB5QXcbcUKtx","4hDok0OAJd57SGIT8xuWJH"
"572",0.683,159.878,0.515,-5.099,0.392,0.572,0.0371,2.64e-06,1,5,220947,0.0749,"Wide Awake","Katy Perry","Teenage Dream: The Complete Confection","2012-03-12",74,4,"audio_features","5JLv62qFIS1DR3zGEcApRt","5BvgP623rtvlc0HDcpzquz"
"573",0.444,150.96,0.703,-9.331,0.0973,0.712,0.0417,0,1,11,242947,0.559,"I'm Yours","Jason Mraz","We Sing. We Dance. We Steal Things.","2008-05-12",74,4,"audio_features","1EzrEOXmMH3G43AXT1y7pA","04G0YylSjvDQZrjOfE5jA5"
"574",0.495,129.062,0.864,-7.036,0.0992,0.72,0.037,0.000133,1,0,244973,0.591,"Somebody That I Used To Know","Gotye, Kimbra","Making Mirrors","2011-01-01",74,4,"audio_features","4wCmqSrbyCgxEXROQE6vtV","1HjSyGjmLNjRAKgT9t1cna"
"575",0.706,92.513,0.482,-5.762,0.105,0.144,0.0607,0.00106,1,9,224920,0.135,"Girl on Fire","Alicia Keys","Girl on Fire (Remixes) - EP","2012-11-18",74,4,"audio_features","4esOae7i4rqTbAu9o5Pxco","3zZSz5VOYSu0jE4MkPCOvN"
"576",0.495,103.375,0.694,-14.222,0.0644,0.799,0.0329,0.00351,1,9,257187,0.0137,"You Know I'm No Good","Amy Winehouse","Back To Black (Deluxe Edition)","2006",74,4,"audio_features","0DMRKqrpd0QO4RWiEdMib0","0E4xv5gPjykrwBgBZzI8XG"
"577",0.586,126.684,0.553,-6.319,0.0813,0.443,0.0362,0,1,11,196373,0.697,"Be Alright","Dean Lewis","Be Alright","2018-06-29",74,4,"audio_features","3EPXxR3ImUwfayaurPi3cm","0YZLXTaHLcgl5UdtKDiUXD"
"578",0.331,72.023,0.459,-12.603,0.135,0.271,0.0421,0.00104,0,9,183624,0.817,"Arcade","Duncan Laurence","Arcade","2019-03-07",73,3,"audio_features","1Xi84slp6FryDSCbzq4UCD","7BISGeB7QwhqRIadxuLHfG"
"579",0.714,175.924,0.564,-4.987,0.155,0.33,0.129,0,1,7,204013,0.0549,"Fight Song","Rachel Platten","Wildfire","2016-01-01",73,4,"audio_features","37f4ITSlgPX81ad2EvmVQr","0mFDIOqypzHp6Xd0el1hoT"
"580",0.588,113.608,0.491,-6.177,0.0906,0.193,0.0506,2.01e-06,1,1,269600,0.0281,"What About Us","P!nk","Beautiful Trauma","2017-10-13",72,4,"audio_features","0Qh38w01QRXK6KHIv0e3hb","7hwhuEQT4Fp5bzwLlYZtiz"
"581",0.71,89.929,0.5,-3.015,0.329,0.419,0.0339,0.00025,1,3,175200,0.19,"Demons","Imagine Dragons","Night Visions","2012-09-04",72,4,"audio_features","3LlAyCYU26dvFZBDUIMb7a","6htgf3qv7vGcsdxLCDxKp8"
"582",0.445,50.827,0.286,-8.087,0.114,0.278,0.0347,0,1,6,217352,0.355,"If You Love Her","Forest Blakk","If You Love Her","2020-09-30",72,4,"audio_features","727Z2S2mtNH46CbP9EWPwY","5hgwPA78vCrhEDaTazNMyR"
"583",0.415,114.145,0.728,-6.852,0.0616,0.455,0.0639,0,1,8,176320,0.401,"Issues","Julia Michaels","Nervous System","2017-07-28",72,4,"audio_features","7vu0JkJh0ldukEYbTVcqd0","1qyjZGIeeLJlXbYWuoloWj"
"584",0.473,75.801,0.464,-10.086,0.109,0.604,0.129,0,1,1,208687,0.866,"If the World Was Ending (feat. Julia Michaels)","JP Saxe, Julia Michaels","If the World Was Ending (feat. Julia Michaels)","2019-10-17",72,4,"audio_features","2kJwzbxV2ppxnQoYw4GLBZ","7BrlhEO8dHiNmU8A1Ep9RZ"
"585",0.72,79.983,0.508,-5.908,0.0563,0.472,0.0628,0,0,11,261640,0.272,"Halo","Beyoncé","I AM...SASHA FIERCE","2008-11-17",71,4,"audio_features","4JehYebiI9JE8sR8MisGVb","39P7VD7qlg3Z0ltq60eHp7"
"586",0.638,184.086,0.378,-5.576,0.0849,0.735,0.075,7.66e-05,1,10,250627,0.02,"We Are Young (feat. Janelle Monáe)","fun., Janelle Monáe","Some Nights","2012-02-21",71,4,"audio_features","7a86XRg84qjasly9f6bPSD","7iycyHwOW2plljYIK6I1Zo"
"587",0.549,90.04,0.644,-5.415,0.134,0.167,0.0285,8.85e-06,0,1,253813,0.0209,"No One","Alicia Keys","As I Am (Expanded Edition)","2007-11-09",71,4,"audio_features","6IwKcFdiRQZOWeYNhUiWIv","6KlxyxhXEDo1LdheFulN7h"
"588",0.725,123.28,0.49,-3.304,0.0983,0.335,0.0392,2.68e-05,1,10,240440,0.123,"Back To Black","Amy Winehouse","Back To Black","2006-10-27",70,4,"audio_features","30FURVTCpbKyykjSEQzGkH","097eYvf9NKjFnv4xA9s2oV"
"589",0.316,118.582,0.398,-7.031,0.295,0.174,0.0368,0,1,1,253342,0.805,"Rise Up","Andra Day","Cheers to the Fall","2015-08-28",70,4,"audio_features","0tV8pOpiNsKqUys0ilUcXz","6Blubl1glavmervPJa3QVs"
"590",0.348,74.541,0.349,-6.142,0.12,0.0886,0.0316,0,1,3,246587,0.726,"jar of hearts","Christina Perri","lovestrong.","2011-05-10",69,4,"audio_features","0HZhYMZOcUzZKSFwPOti6m","3XNK8vPk3O1rjhDZyOMJ6n"
"591",0.787,117.089,0.399,-2.88,0.0685,0.572,0.0499,6.07e-05,1,1,216120,0.0197,"Chandelier","Sia","1000 Forms Of Fear (Deluxe Version)","2015-05-04",69,5,"audio_features","2s1sdSqGcKxpPr5lCl7jAV","6FdNvoO5sF4EKwCX9je1MH"
"592",0.465,113.81,0.6,-4.951,0.149,0.0682,0.0314,1.48e-06,1,4,230880,0.643,"Control","Zoe Wees","Control","2020-03-13",69,4,"audio_features","50Td3qilgs8BLtv8mHyT1t","4w177LbRYa3z07NifGptFp"
"593",0.587,186.003,0.679,-7.015,0.137,0.486,0.276,6.35e-06,1,7,230453,0.141,"Starboy","The Weeknd, Daft Punk","Starboy","2016-11-25",87,4,"audio_features","7MXVkk9YMctZqd1Srtv4MB","2ODvWsOgouMbaA5xf0RkJe"
"594",0.902,84.412,0.573,-7.638,0.0928,0.876,0.054,0.00125,0,6,225280,0.018,"Take on Me","a-ha","Hunting High and Low","1985-06-01",84,4,"audio_features","2WfaOiMkCvy7F5fcp2zZ8L","1ER3B6zev5JEAaqhnyyfbf"
"595",0.824,100.024,0.778,-5.892,0.405,0.758,0.0707,0,0,10,218093,0.284,"Hips Don't Lie (feat. Wyclef Jean)","Shakira, Wyclef Jean","Oral Fixation, Vol. 2 (Expanded Edition)","2005-11-28",84,4,"audio_features","3ZFTkvIE7kyPt6Nu3PEa7V","5ppnlEoj4HdRRdRihnY3jU"
"596",0.791,105.018,0.894,-4.699,0.0388,0.583,0.112,0,1,2,250373,0.0183,"Yeah! (feat. Lil Jon & Ludacris)","USHER, Lil Jon, Ludacris","Confessions (Expanded Edition)","2004-03-23",84,4,"audio_features","5rb9QrpfcKFHM1EUbSIurX","1RM6MGv6bcl6NrAG8PGoZk"
"597",0.866,128.038,0.578,-3.804,0.257,0.619,0.0619,0,1,1,199080,0.00701,"Shut Up and Dance","WALK THE MOON","TALKING IS HARD","2014-12-02",83,4,"audio_features","4kbj5MwxO1bq9wjT5g9HaA","3mNoFlD1wsoXfkljfFzExT"
"598",0.887,122.509,0.532,-3.757,0.294,0.794,0.0335,0.000206,1,0,249293,0.0778,"Livin' On A Prayer","Bon Jovi","Slippery When Wet","1986-08-16",83,4,"audio_features","37ZJ0p5Jm13JPevGcx4SkF","0kBfgEilUFCMIQY5IOjG4t"
"599",0.783,124.08,0.532,-5.697,0.161,0.643,0.0523,0.0012,1,2,247427,0.0038,"Wake Me Up","Avicii","True","2013-01-01",83,4,"audio_features","0nrRP2bk19rLc0orkWPQk2","2H6i2CrWgXE1HookLu8Au0"
"600",0.838,143.04,0.774,-3.914,0.242,0.924,0.114,0.025,0,5,198800,0.0249,"Toxic","Britney Spears","In The Zone","2003-11-13",83,4,"audio_features","6I9VzXrHxO9rA9A5euc8Ak","0z7pVBGOD7HCIB7S8eLkLI"
"601",0.711,125.135,0.692,-7.498,0.12,0.875,0.0317,0,0,0,216933,0.225,"Sweet Dreams (Are Made of This) - 2005 Remaster","Eurythmics, Annie Lennox, Dave Stewart","Sweet Dreams (Are Made Of This)","1983-01-04",83,4,"audio_features","1TfqLAPs4K3s2rJMoCokcS","5jNDWA19BJbE24x1UUJGRY"
"602",0.837,120.028,0.755,-2.718,0.289,0.714,0.142,0,0,2,199693,0.0991,"TiK ToK","Kesha","Animal (Expanded Edition)","2010-01-01",83,4,"audio_features","0HPD5WQqrq7wPWR7P7Dw1i","6fpLLJsDSSAlToEDW2jv4F"
"603",0.76,99.947,0.655,-3.669,0.299,0.409,0.045,0,0,0,200787,0.0797,"Sorry","Justin Bieber","Purpose (Deluxe)","2015-11-13",83,4,"audio_features","09CtPGIpYB4BrO8qb1RGsF","6Fr2rQkZ383FcMqFyT7yPr"
"604",0.87,100.804,0.543,-6.514,0.792,0.754,0.0428,0.000939,1,9,230400,0.358,"Dancing Queen","ABBA","Arrival","1976",82,4,"audio_features","0GjEhVFGZW8afUYGChu3Rr","1V6a99EbTTIegOhWoPxYI9"
"605",0.807,114.742,0.729,-6.492,0.319,0.765,0.0936,0.75,1,6,179120,0.181,"The Way I Are","Timbaland, Keri Hilson, D.O.E.","Shock Value","2007-01-01",82,4,"audio_features","2bLqfJjuC5syrsgDsZfGmn","4BxB8U8QgpR4UCvJ0moj8Z"
"606",0.699,92.96,0.759,-5.745,0.443,0.907,0.0307,0.000131,0,0,211067,0.202,"...Baby One More Time","Britney Spears","...Baby One More Time (Digital Deluxe Version)","1999-01-12",81,4,"audio_features","3MjUtNVVq3C8Fn0MP3zhXa","3WNxdumkSMGMJRhEgK80qx"
"607",0.806,119.001,0.851,-4.618,0.121,0.774,0.0787,1.72e-06,1,4,237200,0.119,"Poker Face","Lady Gaga","The Fame","2008-01-01",81,4,"audio_features","1QV6tiMFM6fSOKOGLMHYYg","1qwlxZTNLe1jq3b0iidlue"
"608",0.824,118.818,0.709,-8.824,0.0888,0.867,0.0453,0.000307,1,1,291293,0.207,"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","Whitney","1987-06-02",81,4,"audio_features","2tUBqZG2AbRi7Q0BIrVrEj","5Vdzprr5cOqXQo44eHeV7t"
"609",0.803,106.97,0.818,-4.282,0.153,0.632,0.0797,0,1,1,225983,0.034,"24K Magic","Bruno Mars","24K Magic","2016-11-17",80,4,"audio_features","6b8Be6ljOzmkOmFslEb23P","4PgleR09JVnm3zY1fW3XBA"
"610",0.795,89.99,0.646,-3.293,0.267,0.796,0.0976,0,1,9,210960,0.0319,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes, Adam Levine","The Papercut Chronicles II","2011-11-11",80,4,"audio_features","0qOnSQQF0yzuPWsXrQ9paz","2mumCpGmuE9iDeOvMx6XrB"
"611",0.58,120.021,0.782,-6.548,0.108,0.66,0.0407,2.28e-06,1,7,193400,0.0114,"Call Me Maybe","Carly Rae Jepsen","Kiss","2012-01-01",80,4,"audio_features","20I6sIOMTCkB6w7ryavxtO","6SSSF9Y6MiPdQoxqBptrR2"
"612",0.882,102.04,0.742,-2.862,0.206,0.463,0.117,0,1,7,221176,0.0466,"No Lie","Sean Paul, Dua Lipa","Mad Love The Prequel","2018-06-29",80,4,"audio_features","48QmG1dfvMuYLxMPt7KSRA","5xrOcCoO3jkXRjHQjfESM6"
"613",0.766,127.966,0.744,-6.375,0.509,0.61,0.0265,0,1,0,289133,0.0873,"I Gotta Feeling","Black Eyed Peas","THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version]","2009-01-01",80,4,"audio_features","4kLLWz7srcuLKA7Et40PQR","1dgbFU08pXJXZhGPlybdMX"
"614",0.567,125.02,0.845,-8.118,0.0811,0.793,0.0956,0.00142,0,5,205680,0.59,"What Do You Mean?","Justin Bieber","Purpose (Deluxe)","2015-11-13",79,4,"audio_features","4B0JvthVoAAuygILe3n4Bs","6Fr2rQkZ383FcMqFyT7yPr"
"615",0.669,122.669,0.834,-5.582,0.0535,0.547,0.0637,7.18e-05,0,6,267080,0.0341,"Don't Stop The Music","Rihanna","Good Girl Gone Bad: Reloaded","2008-06-02",79,4,"audio_features","0ByMNEPAPpOR5H69DVrTNy","3JSWZWeTHF4HDGt5Eozdy7"
"616",0.574,125.18,0.613,-7.961,0.38,0.755,0.467,3.13e-05,1,11,209107,0.0253,"Candy Shop","50 Cent, Olivia","The Massacre","2005-03-03",78,5,"audio_features","5D2mYZuzcgjpchVY1pmTPh","2pidzXTaHV4WaIJYRxKDCH"
